settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased
6221566361						Order	109-3096951-0381845	109-3096951-0381845		DpTrNrDFH	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-17	2016-11-17 23:27:57 UTC	40450043275258			3N-ND1U-OAKS	1
6221566361						Order	109-3096951-0381845	109-3096951-0381845		DpTrNrDFH	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-17	2016-11-17 23:27:57 UTC	40450043275258			3N-ND1U-OAKS	1
6221566361						Order	109-3096951-0381845	109-3096951-0381845		DpTrNrDFH	Amazon.com	ItemFees	FBAWeightBasedFee	-0.82	AFN	2016-11-17	2016-11-17 23:27:57 UTC	40450043275258			3N-ND1U-OAKS	1
6221566361						Order	109-3096951-0381845	109-3096951-0381845		DpTrNrDFH	Amazon.com	ItemFees	Commission	-1.2	AFN	2016-11-17	2016-11-17 23:27:57 UTC	40450043275258			3N-ND1U-OAKS	1
6221566361						Order	113-1543544-8871405	113-1543544-8871405		D2ZhhF8sH	Amazon.com	ItemPrice	Principal	7.99	AFN	2016-11-17	2016-11-17 23:20:40 UTC	46482828944874			3N-ND1U-OAKS	1
6221566361						Order	113-1543544-8871405	113-1543544-8871405		D2ZhhF8sH	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-17	2016-11-17 23:20:40 UTC	46482828944874			3N-ND1U-OAKS	1
6221566361						Order	113-1543544-8871405	113-1543544-8871405		D2ZhhF8sH	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-17	2016-11-17 23:20:40 UTC	46482828944874			3N-ND1U-OAKS	1
6221566361						Order	113-1543544-8871405	113-1543544-8871405		D2ZhhF8sH	Amazon.com	ItemFees	FBAWeightBasedFee	-0.82	AFN	2016-11-17	2016-11-17 23:20:40 UTC	46482828944874			3N-ND1U-OAKS	1
6221566361						Order	113-1543544-8871405	113-1543544-8871405		D2ZhhF8sH	Amazon.com	ItemFees	Commission	-1.2	AFN	2016-11-17	2016-11-17 23:20:40 UTC	46482828944874			3N-ND1U-OAKS	1
6221566361						Order	114-9832999-7737065	114-9832999-7737065		DKGdP55TH	Amazon.com	ItemPrice	Principal	7.99	AFN	2016-11-17	2016-11-17 22:45:17 UTC	15120765363786			3N-ND1U-OAKS	1
6221566361						Order	114-9832999-7737065	114-9832999-7737065		DKGdP55TH	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-17	2016-11-17 22:45:17 UTC	15120765363786			3N-ND1U-OAKS	1
6221566361						Order	114-9832999-7737065	114-9832999-7737065		DKGdP55TH	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-17	2016-11-17 22:45:17 UTC	15120765363786			3N-ND1U-OAKS	1
6221566361						Order	114-9832999-7737065	114-9832999-7737065		DKGdP55TH	Amazon.com	ItemFees	FBAWeightBasedFee	-0.82	AFN	2016-11-17	2016-11-17 22:45:17 UTC	15120765363786			3N-ND1U-OAKS	1
6221566361						Order	114-9832999-7737065	114-9832999-7737065		DKGdP55TH	Amazon.com	ItemFees	Commission	-1.2	AFN	2016-11-17	2016-11-17 22:45:17 UTC	15120765363786			3N-ND1U-OAKS	1
6221566361						Order	107-5823726-9719459			Dqg5x1NdN	Amazon.com	ItemPrice	Principal	18.99	MFN	2016-11-17	2016-11-17 09:40:16 UTC	21466190925066			AXM1-KLMT-XM27	1
6221566361						Order	107-5823726-9719459			Dqg5x1NdN	Amazon.com	ItemPrice	Shipping	40	MFN	2016-11-17	2016-11-17 09:40:16 UTC	21466190925066			AXM1-KLMT-XM27	1
6221566361						Order	107-5823726-9719459			Dqg5x1NdN	Amazon.com	ItemFees	Commission	-2.85	MFN	2016-11-17	2016-11-17 09:40:16 UTC	21466190925066			AXM1-KLMT-XM27	1
6221566361						Order	107-5823726-9719459			Dqg5x1NdN	Amazon.com	ItemFees	ShippingHB	-6	MFN	2016-11-17	2016-11-17 09:40:16 UTC	21466190925066			AXM1-KLMT-XM27	1
6221566361						Order	110-5153079-3247428			DB6CnpNPN	Amazon.com	ItemPrice	Principal	2.62	MFN	2016-11-17	2016-11-17 09:29:03 UTC	8295225888450			LJXM-0713-LJ92	1
6221566361						Order	110-5153079-3247428			DB6CnpNPN	Amazon.com	ItemFees	Commission	-1	MFN	2016-11-17	2016-11-17 09:29:03 UTC	8295225888450			LJXM-0713-LJ92	1
6221566361						Order	109-4133061-4336202			Dh4cndNwN	Amazon.com	ItemPrice	Principal	15.11	MFN	2016-11-17	2016-11-17 09:29:03 UTC	27480704311186			AXM1-KLMT-XM20	1
6221566361						Order	109-4133061-4336202			Dh4cndNwN	Amazon.com	ItemFees	Commission	-2.27	MFN	2016-11-17	2016-11-17 09:29:03 UTC	27480704311186			AXM1-KLMT-XM20	1
6221566361						Order	116-7239751-2299406			DRQz3QkgN	Amazon.com	ItemPrice	Principal	5.14	MFN	2016-11-17	2016-11-17 09:29:02 UTC	60102550452506			LJXM-0713-LJ66	1
6221566361						Order	116-7239751-2299406			DRQz3QkgN	Amazon.com	ItemFees	Commission	-1	MFN	2016-11-17	2016-11-17 09:29:02 UTC	60102550452506			LJXM-0713-LJ66	1
6221566361						Order	116-7239751-2299406			DRQz3QkgN	Amazon.com	ItemPrice	Principal	5.89	MFN	2016-11-17	2016-11-17 09:29:02 UTC	1070068732258			AXM1-KLMT-XM75	1
6221566361						Order	116-7239751-2299406			DRQz3QkgN	Amazon.com	ItemFees	Commission	-1	MFN	2016-11-17	2016-11-17 09:29:02 UTC	1070068732258			AXM1-KLMT-XM75	1
6221566361						Order	108-2013592-1325840			DWlWtKfhN	Amazon.com	ItemPrice	Principal	4.99	MFN	2016-11-17	2016-11-17 09:29:02 UTC	23226905407442			LJXM-0713-LJ99	1
6221566361						Order	108-2013592-1325840			DWlWtKfhN	Amazon.com	ItemFees	Commission	-1	MFN	2016-11-17	2016-11-17 09:29:02 UTC	23226905407442			LJXM-0713-LJ99	1
6221566361						Order	109-4371629-3474619			DBCRn7NxN	Amazon.com	ItemPrice	Principal	5.99	MFN	2016-11-17	2016-11-17 09:29:00 UTC	25088539843498			YTSZ-SSXM-A03A	1
6221566361						Order	109-4371629-3474619			DBCRn7NxN	Amazon.com	ItemFees	Commission	-1	MFN	2016-11-17	2016-11-17 09:29:00 UTC	25088539843498			YTSZ-SSXM-A03A	1
6221566361						Order	113-2989809-4371424			DmTf3fkhN	Amazon.com	ItemPrice	Principal	9.95	MFN	2016-11-17	2016-11-17 09:29:00 UTC	65178913092082			EMTO-FUNS-AA217	1
6221566361						Order	113-2989809-4371424			DmTf3fkhN	Amazon.com	ItemFees	Commission	-1.49	MFN	2016-11-17	2016-11-17 09:29:00 UTC	65178913092082			EMTO-FUNS-AA217	1
6221566361						Order	107-4533642-5681850			DhJ2nPNvN	Amazon.com	ItemPrice	Principal	10.59	MFN	2016-11-17	2016-11-17 09:28:58 UTC	6306930405858			EMTO-FUNS-AA211	1
6221566361						Order	107-4533642-5681850			DhJ2nPNvN	Amazon.com	ItemFees	Commission	-1.59	MFN	2016-11-17	2016-11-17 09:28:58 UTC	6306930405858			EMTO-FUNS-AA211	1
6221566361						Order	107-5569226-5706666			DyJp3dkRN	Amazon.com	ItemPrice	Principal	10.59	MFN	2016-11-17	2016-11-17 09:28:57 UTC	64835415792450			EMTO-FUNS-AA211	1
6221566361						Order	107-5569226-5706666			DyJp3dkRN	Amazon.com	ItemFees	Commission	-1.59	MFN	2016-11-17	2016-11-17 09:28:57 UTC	64835415792450			EMTO-FUNS-AA211	1
6221566361						Order	105-1309846-5058632			DqFGx0NsN	Amazon.com	ItemPrice	Principal	9.95	MFN	2016-11-17	2016-11-17 09:28:56 UTC	968108887106			EMTO-FUNS-AA217	1
6221566361						Order	105-1309846-5058632			DqFGx0NsN	Amazon.com	ItemFees	Commission	-1.49	MFN	2016-11-17	2016-11-17 09:28:56 UTC	968108887106			EMTO-FUNS-AA217	1
6221566361						Order	105-1309846-5058632			DqFGx0NsN	Amazon.com	ItemPrice	Principal	10.59	MFN	2016-11-17	2016-11-17 09:28:56 UTC	35586451739130			EMTO-FUNS-AA211	1
6221566361						Order	105-1309846-5058632			DqFGx0NsN	Amazon.com	ItemFees	Commission	-1.59	MFN	2016-11-17	2016-11-17 09:28:56 UTC	35586451739130			EMTO-FUNS-AA211	1
6221566361						Order	110-7753605-7213057			DsRFnzNQN	Amazon.com	ItemPrice	Principal	4.99	MFN	2016-11-17	2016-11-17 09:28:56 UTC	7961784338482			LJXM-0713-LJ99	1
6221566361						Order	110-7753605-7213057			DsRFnzNQN	Amazon.com	ItemFees	Commission	-1	MFN	2016-11-17	2016-11-17 09:28:56 UTC	7961784338482			LJXM-0713-LJ99	1
6221566361						Order	113-3536076-4181012			Dk4YxvNrN	Amazon.com	ItemPrice	Principal	10.59	MFN	2016-11-17	2016-11-17 09:28:54 UTC	52616073601618			EMTO-FUNS-AA211	1
6221566361						Order	113-3536076-4181012			Dk4YxvNrN	Amazon.com	ItemFees	Commission	-1.59	MFN	2016-11-17	2016-11-17 09:28:54 UTC	52616073601618			EMTO-FUNS-AA211	1
6221566361						Order	116-5291846-7369038	116-5291846-7369038		DZmLr6jRH	Amazon.com	ItemPrice	Principal	10.99	AFN	2016-11-17	2016-11-17 05:30:59 UTC	31136040060754			5X-8WT8-7B4A	1
6221566361						Order	116-5291846-7369038	116-5291846-7369038		DZmLr6jRH	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-17	2016-11-17 05:30:59 UTC	31136040060754			5X-8WT8-7B4A	1
6221566361						Order	116-5291846-7369038	116-5291846-7369038		DZmLr6jRH	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-17	2016-11-17 05:30:59 UTC	31136040060754			5X-8WT8-7B4A	1
6221566361						Order	116-5291846-7369038	116-5291846-7369038		DZmLr6jRH	Amazon.com	ItemFees	FBAWeightBasedFee	-0.82	AFN	2016-11-17	2016-11-17 05:30:59 UTC	31136040060754			5X-8WT8-7B4A	1
6221566361						Order	116-5291846-7369038	116-5291846-7369038		DZmLr6jRH	Amazon.com	ItemFees	Commission	-1.65	AFN	2016-11-17	2016-11-17 05:30:59 UTC	31136040060754			5X-8WT8-7B4A	1
6221566361						Order	103-7322995-8588242	103-7322995-8588242		DrJXX28TH	Amazon.com	ItemPrice	Principal	7.99	AFN	2016-11-16	2016-11-16 23:45:52 UTC	28036501612178			3N-ND1U-OAKS	1
6221566361						Order	103-7322995-8588242	103-7322995-8588242		DrJXX28TH	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-16	2016-11-16 23:45:52 UTC	28036501612178			3N-ND1U-OAKS	1
6221566361						Order	103-7322995-8588242	103-7322995-8588242		DrJXX28TH	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-16	2016-11-16 23:45:52 UTC	28036501612178			3N-ND1U-OAKS	1
6221566361						Order	103-7322995-8588242	103-7322995-8588242		DrJXX28TH	Amazon.com	ItemFees	FBAWeightBasedFee	-0.82	AFN	2016-11-16	2016-11-16 23:45:52 UTC	28036501612178			3N-ND1U-OAKS	1
6221566361						Order	103-7322995-8588242	103-7322995-8588242		DrJXX28TH	Amazon.com	ItemFees	Commission	-1.2	AFN	2016-11-16	2016-11-16 23:45:52 UTC	28036501612178			3N-ND1U-OAKS	1
6221566361						Order	113-8427806-2431405	113-8427806-2431405		Dp0R8r84H	Amazon.com	ItemPrice	Principal	13.99	AFN	2016-11-16	2016-11-16 23:35:27 UTC	59337643133770			M2-Q0FT-J8PU	1
6221566361						Order	113-8427806-2431405	113-8427806-2431405		Dp0R8r84H	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-16	2016-11-16 23:35:27 UTC	59337643133770			M2-Q0FT-J8PU	1
6221566361						Order	113-8427806-2431405	113-8427806-2431405		Dp0R8r84H	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-16	2016-11-16 23:35:27 UTC	59337643133770			M2-Q0FT-J8PU	1
6221566361						Order	113-8427806-2431405	113-8427806-2431405		Dp0R8r84H	Amazon.com	ItemFees	FBAWeightBasedFee	-1.66	AFN	2016-11-16	2016-11-16 23:35:27 UTC	59337643133770			M2-Q0FT-J8PU	1
6221566361						Order	113-8427806-2431405	113-8427806-2431405		Dp0R8r84H	Amazon.com	ItemFees	Commission	-2.1	AFN	2016-11-16	2016-11-16 23:35:27 UTC	59337643133770			M2-Q0FT-J8PU	1
6221566361						Order	109-1599211-1975444	109-1599211-1975444		DTsZ5P8PH	Amazon.com	ItemPrice	Principal	13.99	AFN	2016-11-16	2016-11-16 21:17:48 UTC	25829338703434			M2-Q0FT-J8PU	1
6221566361						Order	109-1599211-1975444	109-1599211-1975444		DTsZ5P8PH	Amazon.com	ItemFees	FBAPerOrderFulfillmentFee	-1	AFN	2016-11-16	2016-11-16 21:17:48 UTC	25829338703434			M2-Q0FT-J8PU	1
6221566361						Order	109-1599211-1975444	109-1599211-1975444		DTsZ5P8PH	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-1.06	AFN	2016-11-16	2016-11-16 21:17:48 UTC	25829338703434			M2-Q0FT-J8PU	1
